File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\style_1553436768.css,254,215,175,0,39,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\style_1553437937.css,256,216,175,0,40,1,0,1,0,1
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\style_1553439152.css,270,229,185,0,41,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\style_1553439156.css,270,229,185,0,41,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\style_1553692118.css,270,229,185,0,41,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\style_1553693735.css,270,229,185,0,41,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\style_1553701888.css,331,280,228,0,51,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\style_1553703040.css,337,288,234,0,49,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\style_1553704598.css,344,294,240,0,50,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\style_1553707378.css,354,303,248,0,51,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\style_1553707975.css,362,310,253,0,52,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\style_1553710764.css,362,310,253,0,52,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\style_1553712862.css,367,314,256,0,53,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\style_1553713526.css,367,314,256,0,53,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\style_1553720415.css,371,318,260,0,53,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\style_1553723863.css,495,428,356,0,67,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\style_1553725127.css,504,435,361,0,69,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\style_1553732640.css,504,435,361,0,69,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\style_1553733738.css,504,435,361,0,69,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\style_1553733739.css,504,435,361,0,69,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\bootstrap\css\bootstrap_1552934322.css,9954,8189,5469,0,1759,0,6,22,6,22
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\bootstrap\css\bootstrap_1552934564.css,9954,8189,5469,0,1759,0,6,22,6,22
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\bootstrap\css\bootstrap_1552934653.css,9953,8188,5468,0,1759,0,6,22,6,22
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\bootstrap\css\bootstrap_1552934809.css,9953,8188,5468,0,1759,0,6,22,6,22
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\bootstrap\css\bootstrap_1552936771.css,9950,8185,5465,0,1759,0,6,22,6,22
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\bootstrap\css\bootstrap_1552939950.css,9948,8183,5463,0,1759,0,6,22,6,22
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\bootstrap\css\bootstrap_1553168401.css,9949,8184,5464,0,1759,0,6,22,6,22
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\bootstrap\css\bootstrap_1553281862.css,9949,8184,5464,0,1759,0,6,22,6,22
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\bootstrap\css\bootstrap_1553283934.css,9951,8186,5466,0,1759,0,6,22,6,22
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\bootstrap\css\bootstrap_1553284182.css,9951,8186,5466,0,1759,0,6,22,6,22
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\bootstrap\css\bootstrap_1553431329.css,9949,8184,5464,0,1759,0,6,22,6,22
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\bootstrap\css\bootstrap_1553435850.css,9949,8184,5464,0,1759,0,6,22,6,22
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\bootstrap\css\bootstrap_1553436771.css,9949,8184,5464,0,1759,0,6,22,6,22
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\bootstrap\css\bootstrap_1553439159.css,9949,8184,5464,0,1759,0,6,22,6,22
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\bootstrap\css\bootstrap_1553691566.css,9949,8184,5464,0,1759,0,6,22,6,22
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\bootstrap\css\bootstrap_1553701890.css,9952,8187,5467,0,1759,0,6,22,6,22
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\bootstrap\css\bootstrap_1553707378.css,9952,8187,5467,0,1759,0,6,22,6,22
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\gevondendieren\00001_1553726710.html,126,125,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\gevondendieren\00001_1553726723.html,126,125,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\gevondendieren\00001_1553727704.html,126,125,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\gevondendieren\00001_1553731561.html,126,125,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\gevondendieren\00001_1553733738.html,126,125,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\gevondendieren\00001_1553736713.html,126,125,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\gevondendieren\00001_1553741357.html,126,125,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\gevondendieren\Found00001_1553724120.html,104,103,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\gevondendieren\Mine00001_1553726742.html,104,103,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\gevondendieren\Mine00001_1553727706.html,103,102,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\gevondendieren\Mine00001_1553729550.html,103,102,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\gevondendieren\Mine00001_1553731551.html,103,102,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\gevondendieren\Mine00001_1553733738.html,103,102,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\gevondendieren\Mine00001_1553736713.html,103,102,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\gevondendieren\Mine00001_1553741371.html,103,102,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\gevondendieren\Mine00001_1553764054.html,103,102,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\00001gevond_1553720280.html,126,125,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\00001_1553436859.html,134,133,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\00001_1553694106.html,134,133,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\00001_1553694200.html,136,135,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\00001_1553695712.html,136,135,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\00001_1553696119.html,141,140,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\00001_1553696318.html,141,140,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\00001_1553705219.html,141,140,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\00001_1553705439.html,141,140,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\00001_1553707566.html,132,131,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\00001_1553707975.html,132,131,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\00001_1553709820.html,132,131,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\00001_1553711328.html,132,131,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\00001_1553712862.html,132,131,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\00001_1553720415.html,132,131,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\00001_1553726742.html,132,131,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\00001_1553727708.html,132,131,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\00001_1553731549.html,132,131,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\00001_1553733738.html,132,131,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\00001_1553736713.html,132,131,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\00001_1553741406.html,132,131,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\FOUND00001_1553171530.html,120,119,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\FOUND00001_1553284195.html,90,89,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\Found00001_1553720230.html,132,131,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\Found00001_1553723863.html,132,131,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\Found00001_1553726742.html,104,103,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\Found00001_1553727710.html,104,103,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\Found00001_1553729552.html,104,103,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\Found00001_1553731539.html,104,103,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\Found00001_1553733738.html,104,103,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\Found00001_1553736713.html,104,103,0,0,1,0,0,0,0,0
D:\Drives\OneDrive\GitHub\VanHuisDier\_pgbackup\verlorendieren\Found00001_1553741374.html,104,103,0,0,1,0,0,0,0,0
